ANO;DESPESA;VALOR;DATA;ORGAO;NOME_FAVORECIDO;CNPJ_FAVORECIDO;EMPENHO;FONTE;VALOR_PAGO;PAGO;LIQUIDADO;DOTACAO
2015; AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER ÁS NECESSIDADES  DOS PACIENTES ATENDIDOS NO MUNICIPIO ATRAVÉS DA FARMÁCIA  BÁSICA. CONFORME PROCESSO N° 8250/14;121534.2; 29/10/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ESPECIFARMA COM DE MEDICAMENTOS E PROD HOSPITALARES LTDA;85822000112;840;7;0; NÃO; NÃO;" 0011030100682171 - 33903000000 - Fonte: 0007 - SUS"""
2015; AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER ÁS NECESSIDADES  DOS PACIENTES ATENDIDOS NO MUNICIPIO ATRAVÉS DO HMRS. CONFORME  PROCESSO N° 8250/14;345094.3; 13/11/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ESPECIFARMA COM DE MEDICAMENTOS E PROD HOSPITALARES LTDA;85822000112;874;7;330166.86; SIM; SIM;" 0011030200702188 - 33903000000 - Fonte: 0007 - SUS"""
2015; AQUISIÇÃO SOB DEMANDA. DE FRALDAS PEDIÁTRICA E GERÍATRICA  P/ATENDER AS NECESSIDADES DA FARMÁCIA COMPLEMENTAR. CONFORME  PROCESSO N° 26958/14;21826.86; 26/11/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ESPECIFARMA COM DE MEDICAMENTOS E PROD HOSPITALARES LTDA;85822000112;896;7;0; NÃO; NÃO;" 0011030500672166 - 33903000000 - Fonte: 0007 - SUS"""
2015; AQUISIÇÃO DE MATERIAL MÉDICO PARA ATENDER AS NECESSIDADES DO  HMRS. PELO PERÍODO DE 04(QUATRO) MESES (RECLASSIFICAÇÃO PARA F  07). CONFORME PROCESSO N° 18455/15;271280.39; 11/12/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ESPECIFARMA COM DE MEDICAMENTOS E PROD HOSPITALARES LTDA;85822000112;916;7;200468.5; SIM; SIM;" 0011030200702188 - 33903000000 - Fonte: 0007 - SUS"""
2015; AQUISIÇÃO DE MATERIAL MÉDICO PARA ATENDER AS NECESSIDADES DO  HMNF. PELO PERÍODO DE 04(QUATRO) MESES (RECLASSIFICAÇÃO PARA F  07). CONFORME PROCESSO N° 18455/15;70611.43; 11/12/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ESPECIFARMA COM DE MEDICAMENTOS E PROD HOSPITALARES LTDA;85822000112;917;7;0; NÃO; NÃO;" 0011030200702189 - 33903000000 - Fonte: 0007 - SUS"""
2015; AQUISIÇÃO DE MATERIAL MÉDICO PARA ATENDER AS NECESSIDADES DO  HMRS. PELO PERÍODO DE 04(QUATRO) MESES (RECLASSIFICAÇÃO PARA F  07). CONFORME PROCESSO N° 18455/15;615.35; 11/12/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; ESPECIFARMA COM DE MEDICAMENTOS E PROD HOSPITALARES LTDA;85822000112;918;7;0; NÃO; NÃO;" 0011030200702188 - 33903000000 - Fonte: 0007 - SUS"""
2015; ADESÃO A ARP Nº 036/2014 - PREGÃO ELETRONICO Nº 12/2014 -  MINISTERIO DA CULTURA -REFERENTE A AQUISIÇÃO DE  EQUIPAMENTOS ESPORTIVOS PARA EQUIPAR A PRAÇA CEU\S.  CONFORME PROCESSO N°18337/15;3400; 19/08/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; ESTAÇÃO ESPORTES INDUSTRIA E COMERCIO DE MATERIAIS ESPORTIVOS LTDA -EPP;2456116000165;683;2;0; NÃO; NÃO;" 0011339200612230 - 44905200000 - Fonte: 0002 - CONVÊNIOS"""
2015; Pagamento de  benefício auxílio aluguel. referente ao período de janeiro à dezembro/201;1000; 23/01/2015; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE NOVA FRIB; EUZA PINTO;50332457753;11;1;800; SIM; SIM;" 0010824400222043 - 33904800000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; LOCAÇÃO DE IMOVEL PARA INSTALAÇÃO DE UNIDADE ESCOLAR NO RIO SANGLARD - JAN A JUN/15. CONFORME PROCESSO Nº2916/11;2855.82; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; EVA ZIZELDA ALMEIDA;81913583791;194;1;2855.82; SIM; SIM;" 0041236500252122 - 33903600000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; LOCAÇÃO DE IMÓVEL PARA INSTALAÇÃO DE UNIDADE ESCOLAR - PERIODO DE JULHO A DEZEMBRO/15. CONFORME PROCESSO N°2916/11;2855.82; 01/07/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; EVA ZIZELDA ALMEIDA;81913583791;615;3;2512.7; SIM; SIM;" 0041236500252122 - 33903600000 - Fonte: 0003 - SALARIO EDUCAÇÃO"""
2015; LOCAÇÃO DE IMÓVEL PARA INSTALAÇÃO DE UNIDADE ESCOLAR - PERIODO DE JULHO A DEZEMBRO/15. CONFORME PROCESSO N°2916/11 - COMPLEMEMTO;159.42; 22/07/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; EVA ZIZELDA ALMEIDA;81913583791;647;3;0; NÃO; NÃO;" 0041236500252122 - 33903600000 - Fonte: 0003 - SALARIO EDUCAÇÃO"""
2015; Serviço de Saúde Publica ( Pagamento do Mov Ambulatorial - Janeiro a Julho/2015). CONFORME PROCESSO N° 21/15;1814745.45; 02/01/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXÂMINA - DIAGNÓSTICOS AVANÇADOS (CENTRO RADIOLÓGICO);30547509000110;34;7;1755189.21; SIM; SIM;" 0011030200702194 - 33903900000 - Fonte: 0007 - SUS"""
2015; Contratação de empresa especializada em Diagnostico em Biopsia p/ atender a Rede Municipal de Saude(REEMPENHO). CONFORME PROCESSO N° 1293/12;38561.35; 02/01/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXÂMINA - DIAGNÓSTICOS AVANÇADOS (CENTRO RADIOLÓGICO);30547509000110;135;7;39034.27; SIM; SIM;" 0011030200702194 - 33903900000 - Fonte: 0007 - SUS"""
2015; Contratação de empresa especializada para realização dos exames diagnósticos em Ultrassonografia. Ecodoppler e Ecocardiografia p/ atendimento aos pacientes do SUS. CONFORME PROCESSO N° 24934/14;860235; 20/02/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXÂMINA - DIAGNÓSTICOS AVANÇADOS (CENTRO RADIOLÓGICO);30547509000110;266;7;759296.8; SIM; SIM;" 0011030200702194 - 33903900000 - Fonte: 0007 - SUS"""
2015; Contratação de empresa especializada em realização de procedimentos de diagnóstico em RadiologiaContrastada p/ atendimento aos pacientes do SUS. pelo período de 90 (noventa) dias. CONFORME PROCESSO N° 26574/14;5040; 17/03/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXÂMINA - DIAGNÓSTICOS AVANÇADOS (CENTRO RADIOLÓGICO);30547509000110;276;7;720; SIM; SIM;" 0011030200702194 - 33903900000 - Fonte: 0007 - SUS"""
2015; Ref contratação de empresa especializada em realização de procedimentos de diagnóstico por Medicina Nuclear in Vivo (Cintilografia) p/ atendimento aos pacientes do SUS . pelo período de 90 (noventa) dias. CONFORME PROOCESSO N° 26583/14;58683.82; 28/04/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXÂMINA - DIAGNÓSTICOS AVANÇADOS (CENTRO RADIOLÓGICO);30547509000110;340;7;40698.58; SIM; SIM;" 0011030200702194 - 33903900000 - Fonte: 0007 - SUS"""
2015; Contratação de empresa especializada em Diagnóstico em Biópsia p/atender toda a Rede Municipal de Saúde de Nova Friburgo. conforme Processo n° 1293/12;0; 05/05/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXÂMINA - DIAGNÓSTICOS AVANÇADOS (CENTRO RADIOLÓGICO);30547509000110;413;7;0; NÃO; NÃO;" 0011030200702194 - 33903900000 - Fonte: 0007 - SUS"""
2015; CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM REALIZAÇÃO DE  PROCEDIMENTOS DE ECOCARDIOGRAFIA TRANSTORACICA COM IDADE        IGUAL OU ACIMA DE 5 ANOS P/ ATENDIMENTO AOS PACIENTES DO SUS.  PELO PERIODO DE 90 DIAS. CONFORME PROCESSO N° 8419/15;127200; 05/08/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXÂMINA - DIAGNÓSTICOS AVANÇADOS (CENTRO RADIOLÓGICO);30547509000110;588;7;0; NÃO; NÃO;" 0011030200702194 - 33903900000 - Fonte: 0007 - SUS"""
2015; SERVIÇO DE SAÚDE PÚBLICA (PAGT° DO MOV AMBULATORIAL/2015).  CONFORME PROCESSO N°21/15;229986.91; 08/10/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXÂMINA - DIAGNÓSTICOS AVANÇADOS (CENTRO RADIOLÓGICO);30547509000110;768;1;229986.91; SIM; SIM;" 0011030200702194 - 33903900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM DIAGNÓSTICO EM  MEDICINA NUCLEAR CINTILOGRAFIA P/ATENDER AS NECESSIDADES  DOS USUÁRIOS DO SUS. CONFORME PROCESSO N° 26581/14;101326.62; 16/10/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXÂMINA - DIAGNÓSTICOS AVANÇADOS (CENTRO RADIOLÓGICO);30547509000110;804;7;0; NÃO; NÃO;" 0011030200702194 - 33903900000 - Fonte: 0007 - SUS"""
2015; CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM REALIZAÇÃO DE  PROCEDIMENTOS DE DIAGNÓSTICOS POR ULTRASSONOGRAFIA P/  ATENDIMENTO AOS PACIENTES DO SUS. CONFORME PROCESSO N°  22517/15;308070; 06/11/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXÂMINA - DIAGNÓSTICOS AVANÇADOS (CENTRO RADIOLÓGICO);30547509000110;860;7;0; NÃO; NÃO;" 0011030200702194 - 33903900000 - Fonte: 0007 - SUS"""
2015; RECONHECIMENTO DE DÍVIDA REFERENTE A PROCEDIMENTOS DE  ECOCARDIOGRAMA. ECO DOPPLER E ULTRASSONOGRAFIA PRESTADOS NO  EXERCÍCIO DE 2015. CONFORME PROCESSO N° 26011/14;130728.45; 17/11/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXÂMINA - DIAGNÓSTICOS AVANÇADOS (CENTRO RADIOLÓGICO);30547509000110;891;7;130728.45; SIM; SIM;" 0011030200702194 - 33903900000 - Fonte: 0007 - SUS"""
2015; RECONHECIMENTO DE DÍVIDA REFERENTE A PROCEDIMENTOS DE  ECOCARDIOGRAMA. ECO DOPPLER E ULTRASSONOGRAFIA. PRESTADOS  NOS EXERCÍCIOS DE 2013 E 2014. CONFORME PROCESSO N° 26011/14;108820.95; 17/11/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXÂMINA - DIAGNÓSTICOS AVANÇADOS (CENTRO RADIOLÓGICO);30547509000110;892;7;108820.95; SIM; SIM;" 0011030200742186 - 33909200000 - Fonte: 0007 - SUS"""
2015; REF AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER AS  NECESSIDADES DA FARMÁCIA COMPLEMENTAR. CONFORME  PROCESSO N° 21025/14;167642.08; 05/10/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXFARMA LTDA;5618222000277;759;7;0; NÃO; NÃO;" 0011030500672166 - 33903000000 - Fonte: 0007 - SUS"""
2015; Aquisição de medicamentos para atender as necessidades dos pacientes atendidos no município através do HMRS. CONFORME PROCESSO N° 8250/14;63497.9; 30/04/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXPRESSA DISTRIBUIDORA DE MEDICAMENTOS LTDA;6234797000178;341;7;63497.9; SIM; SIM;" 0011030200702188 - 33903000000 - Fonte: 0007 - SUS"""
2015; Aquisição de medicamentos para atender as necessidades dos pacientes atendidos no município através do HMNF. CONFORME PROCESSO N° 8250/14;5164; 30/04/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXPRESSA DISTRIBUIDORA DE MEDICAMENTOS LTDA;6234797000178;350;7;5164; SIM; SIM;" 0011030200702189 - 33903000000 - Fonte: 0007 - SUS"""
2015; Aquisição de medicamentos p/pacientes da Farmácia Básica. conforme Processo n° 8250/14;2347; 05/05/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXPRESSA DISTRIBUIDORA DE MEDICAMENTOS LTDA;6234797000178;395;1;2347; SIM; SIM;" 0011030500672166 - 33903000000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; Aquisição de medicamentos p/pacientes do HMRS. conforme Processo n° 8250/14;147930.9; 05/05/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXPRESSA DISTRIBUIDORA DE MEDICAMENTOS LTDA;6234797000178;407;7;147930.9; SIM; SIM;" 0011030200702188 - 33903000000 - Fonte: 0007 - SUS"""
2015; AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER AS NECESSIDADES  DOS PACIENTES ATENDIDOS NO MUNICÍPIO ATRAVÉS DO HMNF.  CONFORME PROCESSO N°8250/14;5161.4; 28/08/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXPRESSA DISTRIBUIDORA DE MEDICAMENTOS LTDA;6234797000178;650;13;5161.4; SIM; SIM;" 0011030200702189 - 33903000000 - Fonte: 0013 - DIRET ARRECADADOS"""
2015; AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER AS NECESSIDADES  DOS PACIENTES ATENDIDOS NO MUNICÍPIO ATRAVÉS DO HMRS.  CONFORME PROCESSO N°8250/14;0; 28/08/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXPRESSA DISTRIBUIDORA DE MEDICAMENTOS LTDA;6234797000178;670;17;0; NÃO; NÃO;" 0011030200702188 - 33903000000 - Fonte: 0017 - ROYALTIES FEDERAIS"""
2015; AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER ÁS NECESSIDADES  DOS PACIENTES ATENDIDOS NO MUNICIPIO ATRAVÉS DA FARMÁCIA  BÁSICA. CONFORME PROCESSO N° 8250/14;2413; 29/10/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXPRESSA DISTRIBUIDORA DE MEDICAMENTOS LTDA;6234797000178;841;7;2413; SIM; SIM;" 0011030100682171 - 33903000000 - Fonte: 0007 - SUS"""
2015; AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER ÀS NECESSIDADES DOS  PACIENTES ATENDIDOS  NO MUNICÍPIO ATRAVÉS DO HMRS. CONFORME  PROCESSO N° 8250/14;71232.05; 13/11/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXPRESSA DISTRIBUIDORA DE MEDICAMENTOS LTDA;6234797000178;875;7;71020.55; SIM; SIM;" 0011030200702188 - 33903000000 - Fonte: 0007 - SUS"""
2015; REF AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER AS  NECESSIDADES DA FARMÁCIA COMPLEMENTAR. CONFORME  PROCESSO N° 21025/14;7348.8; 05/10/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXPRESSA DISTRIBUIDORA DE MEDICAMENTOS LTDA - FILIAL;6234797001220;749;7;0; NÃO; NÃO;" 0011030500672166 - 33903000000 - Fonte: 0007 - SUS"""
2015; Fornecimento de Material Medico-Hospitalar. de acordo com a Portaria 766/2002 do Min Saude (Pagamento Mov Hospitalar - Janeiro a Agosto/2015). CONFORME PROCESSO N° 22/15;372230.91; 02/01/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXTRACOR COM MAT HOSP LTDA;1328114000128;42;7;372230.91; SIM; SIM;" 0011030200702194 - 33903000000 - Fonte: 0007 - SUS"""
2015; SERVIÇO DE SAÚDE PÚBLICA (PAGT° DO MOV HOSPITALAR/2015).  CONFORME PROCESSO N°22/15;30494.9; 08/10/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; EXTRACOR COM MAT HOSP LTDA;1328114000128;778;1;30494.9; SIM; SIM;" 0011030200702194 - 33903900000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA ATENDER AS NECESSIDADES DA SMA. CONFORME PROCESSO Nº450/15;62067.6; 09/04/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; F SCHEIDER OLMI-ME;8436083000178;490;1;62067.6; SIM; SIM;" 0021236100262140 - 33903000000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA ATENDER AS NECESSIDADES DA SMA. CONFORME PROCESSO Nº450/15;14984; 09/04/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; F SCHEIDER OLMI-ME;8436083000178;491;1;14984; SIM; SIM;" 0031236500252123 - 33903000000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA ATENDER AS NECESSIDADES DA SMA. CONFORME PROCESSO Nº450/15;13966; 09/04/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; F SCHEIDER OLMI-ME;8436083000178;492;1;13966; SIM; SIM;" 0041236500252122 - 33903000000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; PAGAMENTO DE CONTRIBUIÇÃO PARA O FGTS. CONFORME PROCESSO Nº 25/15;3532048; 02/01/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; FGTS;360305000104;5;1;3532048; SIM; SIM;" 0011030200012001 - 31901301000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; FGTS (SEC ADM). CONFORME PROCESSO Nº707/15;1600328; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;117;1;1436724.58; SIM; SIM;" 0010412200202014 - 31901301000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; FGTS( SEC EDUCAÇÃO) - FONTE 01.  CONFORME PROCESSO Nº593/14 (NIVEL CENTRAL);74000; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;118;1;67308.75; SIM; SIM;" 0010412200012001 - 31901301000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; FGTS( SEC EDUCAÇÃO) - FONTE 00 - (40%).  CONFORME PROCESSO Nº707/15;395000; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;119;1;353581.37; SIM; SIM;" 0021236100012001 - 31901301000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; FGTS(SEC EDUCAÇÃO) FONTE 04 - 60%. CONFORME PROCESSO Nº707/15;1925280; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;120;4;1925280; SIM; SIM;" 0021236100012001 - 31901301000 - Fonte: 0004 - FUNDEB"""
2015; FGTS ( SEC EDUCAÇÃO - ED DE JOVENS E ADULTOS) - FONTE 04 - 60%. CONFORME PROCESSO Nº707/15;36838.74; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;121;4;36838.74; SIM; SIM;" 0021236100262145 - 31901301000 - Fonte: 0004 - FUNDEB"""
2015; FGTS ( SEC EDUCAÇÃO - ED DE JOVENS E ADULTOS) - FONTE 01 - .  CONFORME PROCESSO Nº707/15;0; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;122;1;0; NÃO; NÃO;" 0021236100262145 - 31901303000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; FGTS ( SEC EDUCAÇÃO - ED DE JOVENS E ADULTOS) - FONTE 01 - . CONFORME PROCESSO Nº707/15;1000; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;123;1;0; NÃO; SIM;" 0021236100262145 - 31901301000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; FGTS ( SEC EDUCAÇÃO - EDUCAÇÃO ESPECIAL) - FONTE 04 - . CONFORME PROCESSO Nº707/15;37538.95; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;124;4;32338.84; SIM; SIM;" 0021236100262175 - 31901301000 - Fonte: 0004 - FUNDEB"""
2015; FGTS ( SEC EDUCAÇÃO - ED INFANTIL) -PRÉ ESCOLAR - FONTE 01.CONFORME PROCESSO Nº707/15;16000; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;125;1;16000; SIM; SIM;" 0031236500012001 - 31901301000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; FGTS ( SEC EDUCAÇÃO - ED INFANTIL) -PRÉ ESCOLAR - FONTE 04 - 60%. CONFORME PROCESSO Nº707/15;295133.95; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;126;4;295133.95; SIM; SIM;" 0031236500012001 - 31901301000 - Fonte: 0004 - FUNDEB"""
2015; FGTS ( SEC EDUCAÇÃO - ESC DE ENFERMAGEM) - FONTE 01. CONFORME PROCESSO Nº707/15;12000; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;127;1;10861.43; SIM; SIM;" 0051236300012001 - 31901301000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; FGTS ( SEC EDUCAÇÃO - ED INFANTIL) -CRECHES - FONTE 01.  CONFORME PROCESSO Nº707/15;40000; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;128;1;40000; SIM; SIM;" 0041236500012001 - 31901301000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; FGTS ( SEC EDUCAÇÃO - ED INFANTIL) -CRECHES - FONTE 04 - 60%. CONFORME PROCESSO Nº707/15;222400; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;129;4;222400; SIM; SIM;" 0041236500012001 - 31901301000 - Fonte: 0004 - FUNDEB"""
2015; FGTS(SEC EDUCAÇÃO) FONTE 04 - 40%. CONFORME PROCESSO Nº707/15;584848.12; 02/01/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;244;4;584848.12; SIM; SIM;" 0021236100012001 - 31901301000 - Fonte: 0004 - FUNDEB"""
2015; DESPESAS COM O FGTS DE GILBERTO GONÇALVES BAZILIO. conforme Processo n° 11677/13;612.33; 26/02/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; FGTS;360305000104;268;7;612.33; SIM; SIM;" 0011030200742186 - 33909200000 - Fonte: 0007 - SUS"""
2015; DESPESAS COM O FGTS DE GILBERTO GONÇALVES BAZILIO. conforme Processo n° 11677/13;10000; 26/02/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; FGTS;360305000104;269;1;10000; SIM; SIM;" 0011030200012001 - 31909200000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; Despesas com parcelamento do FGTS da extinta Fundação Municipal de Saúde. conforme processo nº11522/14;61563.31; 30/04/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; FGTS;360305000104;366;1;61563.31; SIM; SIM;" 0011030200012001 - 46907700000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; Pagamento de parcelamento do FGTS da extinta Fundação Municipal de Saúde. conforme processo n°11522/14;430943.17; 29/05/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; FGTS;360305000104;444;1;430943.17; SIM; SIM;" 0011030200012001 - 46907700000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; FGTS ( SEC EDUCAÇÃO - ED INFANTIL) -PRÉ ESCOLAR - FONTE 01.CONFORME PROCESSO Nº707/15;26000; 11/06/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;585;1;23982.13; SIM; SIM;" 0031236500012001 - 31901301000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; FGTS ( SEC EDUCAÇÃO - ED INFANTIL) -CRECHES - FONTE 01 - 40%. CONFORME PROCESSO Nº707/15;100000; 11/06/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;586;1;92731.55; SIM; SIM;" 0041236500012001 - 31901301000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; REF A ESTIMATIVO PARA PAGAMENTO DE OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS. CONFORME PROCESSO Nº26/15 - PASEP -;150000; 06/11/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; FGTS;360305000104;868;1;150000; SIM; SIM;" 0011030200012001 - 31901301000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; FGTS ( SEC EDUCAÇÃO - ED INFANTIL) -CRECHES - FONTE 04 - 60%.  CONFORME PROCESSO Nº707/15;11804.53; 27/11/2015; PREFEITURA MUNICIPAL DE NOVA FRIBURGO; FGTS;360305000104;879;4;11804.53; SIM; SIM;" 0041236500012001 - 31901301000 - Fonte: 0004 - FUNDEB"""
2015; PAGAMENTO DE CONTRIBUIÇÃO PARA O FGTS. CONFORME PROCESSO Nº  25/15;320000; 07/12/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; FGTS;360305000104;901;1;301838.17; SIM; SIM;" 0011030200012001 - 31901301000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
2015; Pagamento de parcelamento do FGTS da extinta Fundação Municipal de Saúde.  conforme processo n°11522/14;11841.83; 21/12/2015; FUNDO MUNICIPAL DE SAÚDE DE NOVA FRIBURGO; FGTS;360305000104;961;1;7784.02; SIM; SIM;" 0011030200012001 - 46907700000 - Fonte: 0001 - RECURSOS DE IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS"""
